task_id,task_name,concept,execution_stream,phase,start,finish,critical,implementation_readiness,quality_score,implementation_summary,linked_playbooks,task_specific_tests,implementation_steps,authorizations,procurement_actions,long_lead_items,decision_points,field_lab_vendor_activities,contingencies,implementation_records,open_decisions,first_hold_point
S-11.i,Commitments & License Conditions Register,Shared,"Cross-cutting  engineering, QA and program backbone",Traceability,2028-01-01,2035-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Commitments & License Conditions Register between 2028-01-01 and 2035-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,2,2,1,3,1,3,5,2,HP-I1 implementation authorization
S-14.d,"LMP: LBEs, PRA & Safety Classification",Shared,"Cross-cutting  engineering, QA and program backbone",Tailoring,2028-01-01,2031-09-30,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver LMP: LBEs, PRA & Safety Classification between 2028-01-01 and 2031-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,2,1,3,3,3,5,2,HP-I1 implementation authorization
S-10.j,Interfaces & Data Pipelines (Reqs/EDMS/Models/CMMS),Shared,"Cross-cutting  engineering, QA and program backbone",Project Controls,2028-04-01,2038-06-30,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Interfaces & Data Pipelines (Reqs/EDMS/Models/CMMS) between 2028-04-01 and 2038-06-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Project Controls; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,2,2,1,3,3,3,5,2,HP-I1 implementation authorization
S-14.i,"Programs Tailoring (EP, Fire, RP, ISI/IST) to Technology",Shared,"Cross-cutting  engineering, QA and program backbone",Tailoring,2028-04-01,2035-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Programs Tailoring (EP, Fire, RP, ISI/IST) to Technology between 2028-04-01 and 2035-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-MAT-01; PB-TEST-01,,5,4,5,1,3,1,3,5,3,HP-I1 implementation authorization
S-8.o,Fire Modeling & Program Interfaces,Shared,"Cross-cutting  engineering, QA and program backbone",Cross-Cutting,2028-07-01,2037-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Fire Modeling & Program Interfaces between 2028-07-01 and 2037-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,2,2,1,3,3,3,5,2,HP-I1 implementation authorization
S-10.k,QA Baseline Control & Auditable Records,Shared,"Cross-cutting  engineering, QA and program backbone",Project Controls,2028-07-01,2038-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver QA Baseline Control & Auditable Records between 2028-07-01 and 2038-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MAT-01; PB-SUPPLY-01; PB-TEST-01,,5,2,1,1,3,1,3,5,2,HP-I1 implementation authorization
S-14.g,I&C Architecture Tailoring (Non-LWR Physics & Digital Safety),Shared,"Cross-cutting  engineering, QA and program backbone",Tailoring,2028-07-01,2031-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver I&C Architecture Tailoring (Non-LWR Physics & Digital Safety) between 2028-07-01 and 2031-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,3,5,1,3,1,3,5,2,HP-I1 implementation authorization
S-11.b,Regulatory Source Library & Edition Control,Shared,"Cross-cutting  engineering, QA and program backbone",Traceability,2028-10-01,2031-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Regulatory Source Library & Edition Control between 2028-10-01 and 2031-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Licensing Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-TEST-01,,5,2,5,1,3,1,3,5,2,HP-I1 implementation authorization
S-11.m,"Dashboards, Exports & Audit Packs",Shared,"Cross-cutting  engineering, QA and program backbone",Traceability,2028-10-01,2036-03-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Dashboards, Exports & Audit Packs between 2028-10-01 and 2036-03-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01,,5,2,5,1,3,1,3,5,2,HP-I1 implementation authorization
S-14.b,Non-LWR Design Criteria (ARDC/PDC) & DBFRs,Shared,"Cross-cutting  engineering, QA and program backbone",Tailoring,2028-10-01,2031-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Non-LWR Design Criteria (ARDC/PDC) & DBFRs between 2028-10-01 and 2031-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Systems Engineer; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-CHEM-01; PB-TEST-01,,5,4,5,1,3,1,3,5,3,HP-I1 implementation authorization
S-10.b,SRP-Aligned WBS (L1-L3) & Dictionary,Shared,"Cross-cutting  engineering, QA and program backbone",Project Controls,2029-01-01,2032-12-31,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver SRP-Aligned WBS (L1-L3) & Dictionary between 2029-01-01 and 2032-12-31 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Project Controls; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-MCA-01; PB-TEST-01,,5,2,1,1,3,1,3,5,2,HP-I1 implementation authorization
S-12.j,"Records Indexing, Hashing & Retention",Shared,"Cross-cutting  engineering, QA and program backbone",Verification,2029-04-01,2038-09-30,False,"Execution definition complete; task-specific facility, supplier, and final design inputs remain subject to the listed hold points.",100,"Deliver Records Indexing, Hashing & Retention between 2029-04-01 and 2038-09-30 through a controlled sequence of implementation authorization, input/facility readiness, technical execution, independent verification, and downstream handoff. The producing lead is Quality Assurance; temporary laboratory, supplier, construction, or regulatory support is purchased only for defined products and acceptance evidence.",PB-SUPPLY-01; PB-TEST-01; PB-WASTE-01,,5,2,5,1,3,1,3,5,2,HP-I1 implementation authorization
